,lien,Marque,Modèle,Carburant,Kilométrage,Puissance fiscale,Année,Prix
6560,https://www.tayara.tn//listings/voitures-9/ca123d01-3504-4596-8e0e-92063184a9cf/citroen-berlingo-ehdi-3-places-import%C3%A9e-tn215-mod%C3%A8le-2015-full-option,Citroen,Berlingo,Diesel,193000.0,5.0,2015.0,33800.0
6561,https://www.tayara.tn//listings/voitures-9/45059b59-774e-485a-bb7d-21f9b70ee97e/skoda-octavia-1-4-boit-auto,Skoda,Octavia,Essence,110000.0,8.0,2016.0,49500.0
6562,https://www.tayara.tn//listings/voitures-9/1c7b095f-fc4b-4478-891c-d422e9ecdf51/fiat-palio,Fiat,Palio,Essence,140000.0,5.0,2004.0,8500.0
6567,https://www.tayara.tn//listings/voitures-9/065cac7a-1369-4a2b-8a7b-cd386c9281b0/renault-megane-1-4-essence,Renault,Megane,Essence,200000.0,6.0,2004.0,15500.0
6568,https://www.tayara.tn//listings/voitures-9/2c56a1fb-943d-4c70-9fac-cdcf82cb571e/polo-7-1er-main,Volkswagen,Polo,Essence,100000.0,4.0,2012.0,29000.0
6569,https://www.tayara.tn//listings/voitures-9/66788f32-15a4-48a0-a75d-01bd685ea394/clio-3-tomtom-full-options-import%C3%A9e-,Renault,Clio,Essence,111000.0,5.0,2012.0,26800.0
6570,https://www.tayara.tn//listings/voitures-9/ffa3cc95-f5ce-4863-8c02-67e342154381/super-5-,Renault,Super 5,Essence,222000.0,4.0,1992.0,6800.0
6586,https://www.tayara.tn//listings/voitures-9/fd552621-21b6-4627-861b-c247c7eaf98c/seat-ibiza-,Seat,Ibiza,Essence,112000.0,192.0,2016.0,27000.0
6589,https://www.tayara.tn//listings/voitures-9/be4b09c2-f9e2-45cf-95cf-b7c590190d15/clio-5-tout-option-cabel,Renault,Clio,Essence,22000.0,4.0,2002.0,1234.0
6590,https://www.tayara.tn//listings/voitures-9/878588d6-386b-4212-b305-9b751c5f873e/caddy-1-6-tdi-2012,Volkswagen,Caddy,Diesel,264000.0,7.0,2012.0,21500.0
6591,https://www.tayara.tn//listings/voitures-9/7ea6adaa-9e7d-48ca-b748-81c8eb59834d/clio-4-life-plus,Renault,Clio,Essence,51000.0,5.0,2017.0,36800.0
6598,https://www.tayara.tn//listings/voitures-9/bf0ee39a-9b97-4cf6-b2c9-3d220094f9e6/voiture-pres-de-compus-116-cable,Renault,Clio,Essence,227000.0,4.0,2004.0,16500.0
6601,https://www.tayara.tn//listings/voitures-9/ec7986a2-1644-4fff-a618-437b115f2309/vente-voiture-clio-4,Renault,Clio,Essence,100000.0,5.0,2014.0,33500.0
6602,https://www.tayara.tn//listings/voitures-9/635d92c3-2dfe-405c-85ef-bade0a858114/peugeot-207,Peugeot,207,Diesel,128000.0,4.0,2011.0,23500.0
6603,https://www.tayara.tn//listings/voitures-9/2bcc3376-0ef8-4a25-af7e-a44fee5bc3a5/polo-6-4cv-manouba,Volkswagen,Polo,Essence,165600.0,4.0,2009.0,17900.0
6604,https://www.tayara.tn//listings/voitures-9/42b4524d-70c9-458b-b68a-d24d1a27b33c/mercedes-classe-a-bo%C3%AEte-auto,Mercedes-Benz,Classe A,Essence,121000.0,7.0,2013.0,66500.0
6605,https://www.tayara.tn//listings/voitures-9/6231049c-f1fa-4beb-9f54-5c6ca4c39914/ford-fiesta,Ford,Fiesta,Essence,200000.0,5.0,2008.0,17500.0
6606,https://www.tayara.tn//listings/voitures-9/0addcf9b-8905-48cb-a451-456dbed97532/polo-6-,Volkswagen,Polo,Essence,171000.0,4.0,2007.0,19000.0
6608,https://www.tayara.tn//listings/voitures-9/36e1babd-d37c-4910-afe2-feaef7f04489/citro%C3%ABn-c4-nouveau,Citroen,C4,Essence,87000.0,6.0,2016.0,35800.0
6610,https://www.tayara.tn//listings/voitures-9/dc3ac921-9fef-476e-9931-cd0d94035db5/isuzu-dimax,Isuzu,D-MAX,Diesel,90000.0,8.0,2017.0,56137.16
6612,https://www.tayara.tn//listings/voitures-9/435144b2-fcd5-47f0-99f6-6d168913cbd3/dacia,Dacia,Dokker,Hybride,133000.0,7.0,2013.0,18200.0
6617,https://www.tayara.tn//listings/voitures-9/5ce4a658-4b3d-4d36-84e3-d253d818320e/fiesta-titanium-2017-1main,Ford,Fiesta,Essence,135000.0,5.0,2017.0,32000.0
6620,https://www.tayara.tn//listings/voitures-9/b0eb3d06-0563-4f80-9d68-4948b2de8bc4/mercedes-benz-c200-amg-avantgarde-,Mercedes-Benz,Classe C,Essence,170000.0,8.0,2011.0,65000.0
6621,https://www.tayara.tn//listings/voitures-9/2699a4f4-6072-40f1-9e0d-65c72c5c4624/belle-clio-classique-,Renault,Clio,Essence,175000.0,4.0,2004.0,18000.0
6623,https://www.tayara.tn//listings/voitures-9/eece27d5-b712-495e-bf3d-d153d737beb7/partner,Peugeot,Partner,Diesel,230000.0,7.0,2009.0,17000.0
6624,https://www.tayara.tn//listings/voitures-9/4aa5059b-8d5f-4feb-bf9a-77af81a5e627/a-vendre-ou-echange-a-hamamet-voiture-audi-a4-diesel-kolha-fi-dorigine-nthifa,Audi,A4,Diesel,245000.0,7.0,2008.0,30000.0
6625,https://www.tayara.tn//listings/voitures-9/75afec76-1c59-4934-9db9-3275bb3afdea/vento,Volkswagen,Vento,Diesel,170000.0,6.0,1997.0,5800.0
6627,https://www.tayara.tn//listings/voitures-9/8fe59efc-6423-4e8c-8574-4bc4e2126797/fiat-punto-1-phase-2,Fiat,Punto,Essence,168147.0,5.0,1998.0,13200.0
6628,https://www.tayara.tn//listings/voitures-9/adbe46b7-a7cf-44c3-af35-37a59c20d870/porsche-cayenne-v6-kit-turbo,Porsche,Cayenne,Essence,150000.0,21.0,2009.0,88000.0
6630,https://www.tayara.tn//listings/voitures-9/00f91c96-2556-449a-8b40-952b654c705f/seat-ibiza-premi%C3%A8re-main,Seat,Ibiza,Essence,70000.0,4.0,2016.0,31000.0
6632,https://www.tayara.tn//listings/voitures-9/6ddb7416-ea3a-4f6c-ac74-eb646bee618a/volkswagen-golf-6,Volkswagen,Golf 6,Essence,170000.0,7.0,2012.0,41800.0
6635,https://www.tayara.tn//listings/voitures-9/7f74ae63-b5d3-4682-87b1-b459319c2a6c/polo-6,Volkswagen,Polo,Essence,147000.0,4.0,2008.0,18700.0
6636,https://www.tayara.tn//listings/voitures-9/720ae1d8-8996-4b35-b5ff-39003874f2d0/toyota-chr-hybride,Toyota,MR,Hybride,25000.0,4.0,2018.0,90000.0
6637,https://www.tayara.tn//listings/voitures-9/8423e177-8e4b-4476-a8a2-bdfa04ad696a/clio-dynamics-import%C3%A8e,Renault,Clio,Diesel,113000.0,6.0,2014.0,35000.0
6638,https://www.tayara.tn//listings/voitures-9/201dbc24-7dda-43a4-8a50-60d6039adaa9/fiat-punto-1,Fiat,Punto,Essence,200000.0,4.0,1995.0,9800.0
6639,https://www.tayara.tn//listings/voitures-9/18a3e996-e4cf-4957-8d9f-d792b3ec258e/av-rocky-4%C3%974,Daihatsu,YRV,Diesel,389000.0,11.0,1993.0,16000.0
6640,https://www.tayara.tn//listings/voitures-9/6ec76abe-b99f-4911-ac6e-6538a68730b1/a-vendre-renault-clio-tomtom-tu-181-km-100000-contaez-52379647-98479647,Renault,Clio,Essence,100000.0,4.0,2012.0,29500.0
6641,https://www.tayara.tn//listings/voitures-9/53f4b23c-088d-4fec-8867-b6a06179da5d/kia-rio-fain-2016-toute-option-1er-main,Kia,Rio,Essence,82000.0,5.0,2016.0,33800.0
6642,https://www.tayara.tn//listings/voitures-9/00f91c96-2556-449a-8b40-952b654c705f/seat-ibiza-premi%C3%A8re-main,Seat,Ibiza,Essence,70000.0,4.0,2016.0,31000.0
6643,https://www.tayara.tn//listings/voitures-9/6ddb7416-ea3a-4f6c-ac74-eb646bee618a/volkswagen-golf-6,Volkswagen,Golf 6,Essence,170000.0,7.0,2012.0,41800.0
6644,https://www.tayara.tn//listings/voitures-9/159ca20a-f07c-420b-b735-5f8c17c8fd94/bmw-s%C3%A9rie-318i-luxury-line,BMW,Serie 3,Essence,41791.0,7.0,2017.0,144000.0
6646,https://www.tayara.tn//listings/voitures-9/5ce4a658-4b3d-4d36-84e3-d253d818320e/fiesta-titanium-2017-1main,Ford,Fiesta,Essence,135000.0,5.0,2017.0,32000.0
6649,https://www.tayara.tn//listings/voitures-9/1a15c446-ba88-4277-8466-1a2cdfc378db/207,Peugeot,207,Essence,200000.0,6.0,2008.0,23000.0
6652,https://www.tayara.tn//listings/voitures-9/ae8c3af1-8b0c-47e5-837f-bcdcec343c5b/citro%C3%ABn-c1-en-tr%C3%A8s-bon-%C3%A9tat-import%C3%A9,Citroen,C1,Essence,102000.0,4.0,2011.0,1000.0
6654,https://www.tayara.tn//listings/voitures-9/14ee8d51-be93-4a76-8d00-3db2c7a97d6f/fiat-panda-tu202-model-2018-contactez-98479647-52379647,Fiat,Panda,Essence,50000.0,4.0,2018.0,32500.0
6657,https://www.tayara.tn//listings/voitures-9/0acc9b59-cfd6-4657-b07e-eea4195d7dee/evo-primaire-main-,Fiat,Grande Punto,Essence,160000.0,4.0,2012.0,21800.0
6658,https://www.tayara.tn//listings/voitures-9/6c82e1b5-a451-41f5-841b-84581ee77e0a/touareg-,Volkswagen,Touareg,Essence,96000.0,17.0,2004.0,15000.0
6659,https://www.tayara.tn//listings/voitures-9/99bf8651-7296-48c9-b688-172fe38f7c21/suzuki-0km-2020,Suzuki,Swift,Essence,5000.0,5.0,2020.0,38200.0
6660,https://www.tayara.tn//listings/voitures-9/ebaf8868-e592-4cf9-8455-1af179700150/jetta-3,Volkswagen,Jetta,Diesel,300000.0,6.0,2010.0,99100.335
6661,https://www.tayara.tn//listings/voitures-9/839ae4a7-21f1-4786-bce5-b1f2391f0249/ford-fiesta-tr%C3%A8s-bien-entretenue-,Ford,Fiesta,Essence,150000.0,4.0,2011.0,23000.0
6663,https://www.tayara.tn//listings/voitures-9/7b77acd4-ab56-4d8e-9e1f-10cba4186d85/polo6-confortline-double-arbre-%C3%A0-came-avec-clim-,Volkswagen,Polo,Essence,170000.0,5.0,2006.0,18400.0
6665,https://www.tayara.tn//listings/voitures-9/96f5825b-20b6-4a9b-81f0-1cad98d58119/citro%C3%ABn-c4-1%C3%A8re-main-toutes-options,Citroen,C4,Essence,150000.0,6.0,2013.0,31000.0
6666,https://www.tayara.tn//listings/voitures-9/84f56bd0-3d1f-4531-9704-20472d9cd5a2/golf-7-s%C3%A9rie-215-,Volkswagen,Golf 7,Essence,59000.0,5.0,2014.0,57000.0
6669,https://www.tayara.tn//listings/voitures-9/01389668-102a-4c27-9237-c421931ef4bd/golf-6-essence-bo%C3%AEte-6-importer,Volkswagen,Golf 6,Essence,160000.0,6.0,2011.0,35000.0
6670,https://www.tayara.tn//listings/voitures-9/794e18f0-6889-42b1-a492-840215787a78/av-hyundai-accent-2015-premiere-main-177-tu-contactez-98479647-52379647,Hyundai,Accent,Essence,140000.0,6.0,2015.0,36000.0
6672,https://www.tayara.tn//listings/voitures-9/deb44d92-aa15-490b-9c0b-2429ce029ac3/a-vendre-ou-echange-tel-22214299,Volkswagen,Jetta,Diesel,150000.0,6.0,2006.0,28500.0
6673,https://www.tayara.tn//listings/voitures-9/fc4570a8-a5e9-4657-b6f1-0f14d61fe3ff/mercedes-e200-essence-1%C3%A8re-main,Mercedes-Benz,Classe E,Essence,200000.0,11.0,2004.0,32000.0
6675,https://www.tayara.tn//listings/voitures-9/7052fe34-b4f5-4e86-b059-789c3244f542/citro%C3%ABn-ax,Citroen,AX,Essence,196552.0,4.0,1995.0,7400.0
6677,https://www.tayara.tn//listings/voitures-9/5d19543b-3be4-4a8b-a50f-3e60c0132e20/polo6-5cvtout-option,Volkswagen,Polo,Essence,200000.0,4.0,2008.0,18500.0
6678,https://www.tayara.tn//listings/voitures-9/172f9a63-c5e6-42ed-9af1-a2e73386d854/picanto-tr%C3%A8s-propre-97-530-730,Kia,Picanto,Essence,73000.0,5.0,2014.0,27300.0
6682,https://www.tayara.tn//listings/voitures-9/0c3bd69b-a7bc-4574-96e5-ab6f00d690f0/peugeot-407-diesel,Peugeot,407,Diesel,394000.0,8.0,2007.0,22000.0
6684,https://www.tayara.tn//listings/voitures-9/c6e0ef91-2f04-4acc-8097-84654482821c/polo-5,Volkswagen,Polo,Essence,300000.0,1.0,2004.0,14500.0
6685,https://www.tayara.tn//listings/voitures-9/52bff619-a045-4611-a667-2a3f10d5a852/a-vendre-bipper-,Peugeot,Bipper,Diesel,99300.0,6.0,2015.0,25000.0
6686,https://www.tayara.tn//listings/voitures-9/99c7c628-6550-479f-bcb6-f0c63d912e26/peugeot-208-deux-porte-contactez-98479647-52379647,Peugeot,208,Essence,105000.0,4.0,2014.0,27500.0
6687,https://www.tayara.tn//listings/voitures-9/29e1aa4d-606d-4383-b244-3381c081ce73/fiat-ducato,Fiat,Ducato,Diesel,300000.0,9.0,2000.0,7500.0
6689,https://www.tayara.tn//listings/voitures-9/2da3693e-cc1f-463f-9661-bf90de66e9fe/opel-astral-h,Opel,Astra,Diesel,500000.0,5.0,2005.0,12000.0
6690,https://www.tayara.tn//listings/voitures-9/c77f0dfe-57f2-40f8-beee-f893819dc6bd/iveco-35-c-15,Iveco,Daily,Diesel,183000.0,10.0,2016.0,55000.0
6692,https://www.tayara.tn//listings/voitures-9/8369fe9d-482d-45ae-8a87-ffa2e91af315/dacia-logan,Dacia,Logan,Diesel,213000.0,6.0,2012.0,14200.0
6693,https://www.tayara.tn//listings/voitures-9/84e6099d-42c8-4094-933b-2d07a9a8bc7b/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5-kia-sportage-%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,Kia,Sportage,Diesel,140000.0,7.0,2015.0,74000.0
6695,https://www.tayara.tn//listings/voitures-9/006534df-3c0c-4a82-8843-7cb0c9b40df6/golf-7-tsi,Volkswagen,Golf 7,Essence,145800.0,5.0,2013.0,44500.0
6698,https://www.tayara.tn//listings/voitures-9/fa78d577-119e-4247-b872-023485e7445b/r19-bon-eta-6cv,Renault,R19,Essence,300000.0,6.0,1996.0,8500.0
6700,https://www.tayara.tn//listings/voitures-9/2afa09e6-2b8a-4b82-8cb7-f7258d9df9dc/polo-7-1-4-,Volkswagen,Polo,Essence,130000.0,5.0,2013.0,31000.0
6701,https://www.tayara.tn//listings/voitures-9/49b0f0ab-ff75-4f95-bf4d-2667c9147018/%F0%9F%87%A9%F0%9F%87%AA%F0%9F%87%A9%F0%9F%87%AA-audi-a4-tfsi%F0%9F%87%A9%F0%9F%87%AA%F0%9F%87%A9%F0%9F%87%AA,Audi,A4,Essence,150000.0,7.0,2013.0,49700.0
6702,https://www.tayara.tn//listings/voitures-9/e2e7ad3b-9999-46f3-a175-a34d2401512e/%F0%9F%87%A9%F0%9F%87%AA-mercedes-e-200-kompressor-w211-%F0%9F%87%A9%F0%9F%87%AA,Mercedes-Benz,Classe E,Essence,200000.0,9.0,2005.0,33000.0
6705,https://www.tayara.tn//listings/voitures-9/3c0bffda-0e49-4d46-b40f-bcaacdab0866/%F0%9F%87%A9%F0%9F%87%AA-volkswagen-passat-2012-tdi-%F0%9F%87%A9%F0%9F%87%AA,Volkswagen,Passat,Diesel,180000.0,5.0,2012.0,45000.0
6706,https://www.tayara.tn//listings/voitures-9/7e79d446-0c67-4979-a922-d54f2c125ff4/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5kia-cerato-bo%C3%AEte-auto%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,Kia,Cerato,Essence,120000.0,8.0,2013.0,38500.0
6707,https://www.tayara.tn//listings/voitures-9/60fc0272-d859-4e2e-91fd-5cb8dc886db4/golf-6-tdi-style-plus-,Volkswagen,Golf 6,Diesel,143580.0,5.0,2011.0,41500.0
6708,https://www.tayara.tn//listings/voitures-9/3fc79258-84b4-4046-b2e7-4e10032b18fa/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5-toyota-yaris-sedan-%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,Toyota,Yaris,Essence,60000.0,5.0,2016.0,37500.0
6711,https://www.tayara.tn//listings/voitures-9/3a48da0f-3242-4a0d-abb0-5d3473e17974/ssangyong-korando-4x4,Ssangyong,Korando,Diesel,200000.0,10.0,2012.0,32500.0
6712,https://www.tayara.tn//listings/voitures-9/91fd8b26-ed90-4d3e-bd4b-3114530a3b4b/renault-r5-en-tr%C3%A8s-bon-%C3%A9tat-,Renault,R5,Essence,200000.0,5.0,1984.0,4800.0
6713,https://www.tayara.tn//listings/voitures-9/d806398a-861a-4a3c-8b13-56afdff782d8/skoda-fabia-style-%C3%A9tats-neufs-,Skoda,Fabia,Essence,80000.0,4.0,2017.0,34800.0
6714,https://www.tayara.tn//listings/voitures-9/84b03d9e-2123-4ccb-81f2-f61663859ec9/jolie-fait-panda-,Fiat,Panda,Essence,170000.0,4.0,2007.0,18200.0
6716,https://www.tayara.tn//listings/voitures-9/4afe27ee-38f3-4bdd-baf2-0f82f8028040/av-renault-symbol-carte-grise-premiere-main-contactez-98479647-ou-52379647,Renault,Symbol,Essence,43000.0,5.0,2014.0,29500.0
6718,https://www.tayara.tn//listings/voitures-9/c49a8bef-f041-486f-ae33-6409222e3b71/cla-200-amg-2015-tu-178-importe-neuf-tt-options,Mercedes-Benz,Classe CLA,Essence,109000.0,8.0,2015.0,96000.0
6719,https://www.tayara.tn//listings/voitures-9/12f57b75-bfd0-41b7-9ce4-94d737781618/mercedes-class-a-amg-2015-tu-202-full-option-importe-neuf-,Mercedes-Benz,Classe A,Diesel,120000.0,5.0,2015.0,69000.0
6722,https://www.tayara.tn//listings/voitures-9/9e310647-51d3-4b0c-a9b6-ac20799e98e2/fiat-punto-3,Fiat,Punto,Essence,140000.0,5.0,2010.0,17500.0
6724,https://www.tayara.tn//listings/voitures-9/e4547766-e209-456a-a431-88202ee3d4e9/citro%C3%ABn-berlingo(-kasserine),Citroen,Berlingo,Diesel,300000.0,7.0,2001.0,15000.0
6725,https://www.tayara.tn//listings/voitures-9/fb87c77e-2016-45ba-843d-e84e3e038409/a-vendre-renault-trafic-neuf-places-contactez-98479647-52379647,Renault,Trafic,Diesel,320000.0,7.0,2015.0,39000.0
6726,https://www.tayara.tn//listings/voitures-9/ba4084cf-04f3-4e10-9b96-13ea02ad1f35/audi-100,Audi,100,Diesel,123123.0,6.0,1984.0,300000.0
6727,https://www.tayara.tn//listings/voitures-9/cd3d11eb-6f23-498a-ad58-130e1a3ecda9/mercedes-benz-cla-180-edition,Mercedes-Benz,Classe CLA,Essence,7000.0,6.0,2018.0,160000.0
6728,https://www.tayara.tn//listings/voitures-9/ddce6fa1-4ce1-4152-aedc-cff8ad560688/r19-nthifaa,Renault,R19,Essence,500000.0,6.0,1993.0,10000.0
6729,https://www.tayara.tn//listings/voitures-9/3385d4cc-2af3-458e-83fc-4e52a26da20b/golf-4-1-4-5ch,Volkswagen,Golf 4,Essence,285000.0,5.0,2001.0,19000.0
6730,https://www.tayara.tn//listings/voitures-9/4e0a97a6-967e-4eb3-83db-4a43feeb90ec/ford-focus-trend-sport-mca-1-0l,Ford,Focus,Essence,30000.0,6.0,2017.0,57000.0
6731,https://www.tayara.tn//listings/voitures-9/cffa1e96-1ef7-42c6-b267-9749df54c5d8/b9-tte-option-,Citroen,Berlingo,Diesel,254000.0,6.0,2011.0,18600.0
6732,https://www.tayara.tn//listings/voitures-9/283a4a27-de0c-4770-8949-2eafc4cedb58/citro%C3%ABn-berlingot,Citroen,Berlingo,Diesel,324000.0,7.0,2003.0,15500.0
6733,https://www.tayara.tn//listings/voitures-9/046d464b-8d6b-4da8-a00a-73751cc55f36/bmw-s%C3%A9rie-3-sport,BMW,Serie 3,Essence,107441.0,7.0,2015.0,70000.0
6735,https://www.tayara.tn//listings/voitures-9/20288f4a-d570-49f9-b804-4a627c655f8c/peugeot-,Peugeot,106,Essence,140000.0,4.0,2000.0,10800.0
6736,https://www.tayara.tn//listings/voitures-9/f73badcb-2acf-4b7a-9695-66bc8bec4f80/ford-fiesta-trend,Ford,Fiesta,Essence,170000.0,5.0,2011.0,25000.0
6738,https://www.tayara.tn//listings/voitures-9/95435362-5110-469e-ac9c-2b8eadb1797c/ford-fiesta-5cv-essence-,Ford,Fiesta,Essence,90000.0,5.0,1997.0,9000.0
6739,https://www.tayara.tn//listings/voitures-9/3385d4cc-2af3-458e-83fc-4e52a26da20b/golf-4-1-4-5ch-vente-ou-%C3%A9change,Volkswagen,Golf 4,Essence,285000.0,5.0,2001.0,19000.0
6740,https://www.tayara.tn//listings/voitures-9/e4547766-e209-456a-a431-88202ee3d4e9/citro%C3%ABn-berlingo(-kasserine)97751650,Citroen,Berlingo,Diesel,300000.0,7.0,2001.0,15000.0
6741,https://www.tayara.tn//listings/voitures-9/112f10bb-10e4-467c-a378-76f453281681/b9-1er-main,Citroen,Berlingo,Diesel,112000.0,5.0,2016.0,53661.609
6744,https://www.tayara.tn//listings/voitures-9/c542015a-3f7f-4346-be82-d4a7e704b927/dacia-duster-,Dacia,Duster,Essence,220000.0,7.0,2013.0,35000.0
6745,https://www.tayara.tn//listings/voitures-9/87a51e71-fe6b-4e1f-a4db-e929a272c7ae/av-polo-5-confort-line-,Volkswagen,Polo,Essence,226000.0,4.0,2003.0,16000.0
6746,https://www.tayara.tn//listings/voitures-9/73fa3932-ff16-450a-91a7-eac4522411cf/av-volkswagen-polo-sedan-premiere-main-contactez-96479647-ou-52379647,Volkswagen,Polo,Essence,85000.0,4.0,2016.0,35500.0
6747,https://www.tayara.tn//listings/voitures-9/fea5f4d8-dd5c-41e2-99c9-ef8da50412ae/peugeot-301-allure-essences-1-2-5cv-o%C3%B9-%C3%A9chang,Peugeot,301,Essence,60000.0,5.0,2017.0,29500.0
6750,https://www.tayara.tn//listings/voitures-9/06d61b6d-1022-4562-b444-0203af5f3a81/bmw,BMW,Serie 3,Essence,175000.0,7.0,1998.0,26000.0
6751,https://www.tayara.tn//listings/voitures-9/7cdce3b3-d10d-40c8-8ac1-b2419296460b/fiat-palio-2,Fiat,Palio,Essence,149880.0,4.0,2006.0,12800.0
6753,https://www.tayara.tn//listings/voitures-9/34c00d75-d9b9-4571-8af3-4cca85a599a7/%C3%A0-vendre-ou-%C3%A9change-,Volkswagen,Amarok,Diesel,197000.0,8.0,2011.0,26331.807
6755,https://www.tayara.tn//listings/voitures-9/73b08602-642c-4783-8adb-b18573ad7000/a-vendre-ou-%C3%A0-%C3%A9change,Citroen,C5,Essence,120000.0,9.0,2011.0,28000.0
6756,https://www.tayara.tn//listings/voitures-9/89304ebf-79c7-4982-9704-83895c05868d/renault,Renault,Megane,Diesel,205000.0,6.0,2007.0,17000.0
6758,https://www.tayara.tn//listings/voitures-9/b96ba2f1-f8bc-4ca0-94e5-6e0104c06886/audi-a4,Audi,A4,Essence,230000.0,7.0,1999.0,16500.0
6760,https://www.tayara.tn//listings/voitures-9/d1211edf-f83d-4d56-8ae8-8128e0952e5d/occasion-55037590,Fiat,Grande Punto,Essence,259000.0,5.0,2011.0,17000.0
6762,https://www.tayara.tn//listings/voitures-9/0398889b-5a03-49bb-b19e-93844baa4f8c/polo-7-24000dt-,Volkswagen,Polo,Essence,160000.0,5.0,2013.0,24000.0
6764,https://www.tayara.tn//listings/voitures-9/1947a810-e701-46b9-9a34-152547ce292c/208-phase-2-puretech-2017-ndhifa-barcha,Peugeot,208,Essence,80000.0,5.0,2017.0,29287.903
6766,https://www.tayara.tn//listings/voitures-9/89304ebf-79c7-4982-9704-83895c05868d/megane-ph2,Renault,Megane,Diesel,205000.0,6.0,2007.0,17000.0
6767,https://www.tayara.tn//listings/voitures-9/e4e41b20-baf0-4165-b95c-4d824a5c0905/kia-picanto,Kia,Picanto,Essence,56000.0,4.0,2015.0,31500.0
6769,https://www.tayara.tn//listings/voitures-9/092f86c1-fcc0-4b13-9c0e-9498a5b365a1/voiture,Opel,Corsa,Essence,75000.0,5.0,2014.0,1000.0
6770,https://www.tayara.tn//listings/voitures-9/ac5ceaf0-9a37-45c3-896f-bc2834fe244e/golf-7-a-vendre,Volkswagen,Golf 7,Essence,118000.0,5.0,2015.0,58000.0
6772,https://www.tayara.tn//listings/voitures-9/0b5a74d1-43ba-447e-918a-e3d3b73b7ac8/-ford-fiesta,Ford,Fiesta,Essence,300000.0,5.0,1993.0,6500.0
6773,https://www.tayara.tn//listings/voitures-9/09774dfa-07ec-412e-ac78-96ca3af0d8a5/voiture-renault-scenic-2-%C3%A0-vendre,Renault,Scenic,Diesel,236000.0,6.0,2007.0,23000.0
6774,https://www.tayara.tn//listings/voitures-9/d6433d8d-8b01-4fab-8198-ff58674f14a2/nissan-juke-tekna-import%C3%A9e,Nissan,Juke,Diesel,145000.0,6.0,2012.0,54070.138
6775,https://www.tayara.tn//listings/voitures-9/e6a1a63a-d3bc-4ee9-906a-a605e46d0c5a/polo-3,Volkswagen,Polo,Essence,100000.0,4.0,1997.0,10000.0
6776,https://www.tayara.tn//listings/voitures-9/00acf811-e302-434c-bebb-40b9cfeed640/%F0%9F%87%B2%F0%9F%87%AB%F0%9F%87%B2%F0%9F%87%AB%F0%9F%87%B2%F0%9F%87%AB-renault-captur-%F0%9F%87%B2%F0%9F%87%AB%F0%9F%87%B2%F0%9F%87%AB%F0%9F%87%B2%F0%9F%87%AB,Renault,Capture,Essence,73000.0,6.0,2015.0,46000.0
6779,https://www.tayara.tn//listings/voitures-9/1746d811-d540-4960-82c6-c8140fc45b84/m%C3%A9gane-essence,Renault,Megane,Essence,179000.0,6.0,2004.0,16800.0
6780,https://www.tayara.tn//listings/voitures-9/d71a597e-b7c2-46db-9193-ac64e5a5eaea/a-vender-megane-dic-model-2010,Renault,Megane,Diesel,200000.0,5.0,2010.0,19000.0
6781,https://www.tayara.tn//listings/voitures-9/2f07a4b5-86b6-421c-a25d-d0a658d1648c/nissan-qashqai,Nissan,Qashqai,Diesel,170000.0,6.0,2013.0,53000.0
6782,https://www.tayara.tn//listings/voitures-9/22dd0c95-96c2-4b39-9279-f0c8facc66de/marcedes-240,Mercedes-Benz,207D,Diesel,28000.0,8.0,1986.0,5000.0
6783,https://www.tayara.tn//listings/voitures-9/e549329d-c89c-4c6f-8d65-2ade6a9ff1b1/volkswagen-polo-7,Volkswagen,Polo,Essence,75299.0,4.0,2017.0,33000.0
6785,https://www.tayara.tn//listings/voitures-9/37d9b4bb-eba9-4d19-b44f-dacb8abdaa5d/t%C3%A9l%C3%A9phone-25585071,Peugeot,206,Essence,200000.0,4.0,2005.0,13500.0
6788,https://www.tayara.tn//listings/voitures-9/79c199ba-43b2-40c9-9b73-c7129ce09230/ford-escort-clx,Ford,Escort,Essence,250000.0,7.0,1993.0,7500.0
6789,https://www.tayara.tn//listings/voitures-9/6a700153-bed8-48c7-82d3-b48eae2c3b21/fiat-panda-,Fiat,Panda,Essence,210000.0,4.0,2009.0,19000.0
6793,https://www.tayara.tn//listings/voitures-9/d202b7e5-ea59-4f56-8d25-06bd4332a1f3/%C3%A0-vendre-nissan-x-trail-toit-panoramique-ouvrant-,Nissan,X-Trail,Essence,180000.0,9.0,2002.0,29500.0
